10 0.005 0.005
10 0.005 0.055
10 0.005 0.105
10 0.005 0.155
10 0.005 0.205
10 0.005 0.255
10 0.005 0.305
10 0.005 0.355
10 0.005 0.405
10 0.005 0.455
10 0.055 0.005
10 0.055 0.055
10 0.055 0.105
10 0.055 0.155
10 0.055 0.205
10 0.055 0.255
10 0.055 0.305
10 0.055 0.355
10 0.055 0.405
10 0.055 0.455
10 0.105 0.005
10 0.105 0.055
10 0.105 0.105
10 0.105 0.155
10 0.105 0.205
10 0.105 0.255
10 0.105 0.305
10 0.105 0.355
10 0.105 0.405
10 0.105 0.455
10 0.155 0.005
10 0.155 0.055
10 0.155 0.105
10 0.155 0.155
10 0.155 0.205
10 0.155 0.255
10 0.155 0.305
10 0.155 0.355
10 0.155 0.405
10 0.155 0.455
10 0.205 0.005
10 0.205 0.055
10 0.205 0.105
10 0.205 0.155
10 0.205 0.205
10 0.205 0.255
10 0.205 0.305
10 0.205 0.355
10 0.205 0.405
10 0.205 0.455
10 0.255 0.005
10 0.255 0.055
10 0.255 0.105
10 0.255 0.155
10 0.255 0.205
10 0.255 0.255
10 0.255 0.305
10 0.255 0.355
10 0.255 0.405
10 0.255 0.455
10 0.305 0.005
10 0.305 0.055
10 0.305 0.105
10 0.305 0.155
10 0.305 0.205
10 0.305 0.255
10 0.305 0.305
10 0.305 0.355
10 0.305 0.405
10 0.305 0.455
10 0.355 0.005
10 0.355 0.055
10 0.355 0.105
10 0.355 0.155
10 0.355 0.205
10 0.355 0.255
10 0.355 0.305
10 0.355 0.355
10 0.355 0.405
10 0.355 0.455
10 0.405 0.005
10 0.405 0.055
10 0.405 0.105
10 0.405 0.155
10 0.405 0.205
10 0.405 0.255
10 0.405 0.305
10 0.405 0.355
10 0.405 0.405
10 0.405 0.455
10 0.455 0.005
10 0.455 0.055
10 0.455 0.105
10 0.455 0.155
10 0.455 0.205
10 0.455 0.255
10 0.455 0.305
10 0.455 0.355
10 0.455 0.405
10 0.455 0.455
1010 0.005 0.005
1010 0.005 0.055
1010 0.005 0.105
1010 0.005 0.155
1010 0.005 0.205
1010 0.005 0.255
1010 0.005 0.305
1010 0.005 0.355
1010 0.005 0.405
1010 0.005 0.455
1010 0.055 0.005
1010 0.055 0.055
1010 0.055 0.105
1010 0.055 0.155
1010 0.055 0.205
1010 0.055 0.255
1010 0.055 0.305
1010 0.055 0.355
1010 0.055 0.405
1010 0.055 0.455
1010 0.105 0.005
1010 0.105 0.055
1010 0.105 0.105
1010 0.105 0.155
1010 0.105 0.205
1010 0.105 0.255
1010 0.105 0.305
1010 0.105 0.355
1010 0.105 0.405
1010 0.105 0.455
1010 0.155 0.005
1010 0.155 0.055
1010 0.155 0.105
1010 0.155 0.155
1010 0.155 0.205
1010 0.155 0.255
1010 0.155 0.305
1010 0.155 0.355
1010 0.155 0.405
1010 0.155 0.455
1010 0.205 0.005
1010 0.205 0.055
1010 0.205 0.105
1010 0.205 0.155
1010 0.205 0.205
1010 0.205 0.255
1010 0.205 0.305
1010 0.205 0.355
1010 0.205 0.405
1010 0.205 0.455
1010 0.255 0.005
1010 0.255 0.055
1010 0.255 0.105
1010 0.255 0.155
1010 0.255 0.205
1010 0.255 0.255
1010 0.255 0.305
1010 0.255 0.355
1010 0.255 0.405
1010 0.255 0.455
1010 0.305 0.005
1010 0.305 0.055
1010 0.305 0.105
1010 0.305 0.155
1010 0.305 0.205
1010 0.305 0.255
1010 0.305 0.305
1010 0.305 0.355
1010 0.305 0.405
1010 0.305 0.455
1010 0.355 0.005
1010 0.355 0.055
1010 0.355 0.105
1010 0.355 0.155
1010 0.355 0.205
1010 0.355 0.255
1010 0.355 0.305
1010 0.355 0.355
1010 0.355 0.405
1010 0.355 0.455
1010 0.405 0.005
1010 0.405 0.055
1010 0.405 0.105
1010 0.405 0.155
1010 0.405 0.205
1010 0.405 0.255
1010 0.405 0.305
1010 0.405 0.355
1010 0.405 0.405
1010 0.405 0.455
1010 0.455 0.005
1010 0.455 0.055
1010 0.455 0.105
1010 0.455 0.155
1010 0.455 0.205
1010 0.455 0.255
1010 0.455 0.305
1010 0.455 0.355
1010 0.455 0.405
1010 0.455 0.455
2010 0.005 0.005
2010 0.005 0.055
2010 0.005 0.105
2010 0.005 0.155
2010 0.005 0.205
2010 0.005 0.255
2010 0.005 0.305
2010 0.005 0.355
2010 0.005 0.405
2010 0.005 0.455
2010 0.055 0.005
2010 0.055 0.055
2010 0.055 0.105
2010 0.055 0.155
2010 0.055 0.205
2010 0.055 0.255
2010 0.055 0.305
2010 0.055 0.355
2010 0.055 0.405
2010 0.055 0.455
2010 0.105 0.005
2010 0.105 0.055
2010 0.105 0.105
2010 0.105 0.155
2010 0.105 0.205
2010 0.105 0.255
2010 0.105 0.305
2010 0.105 0.355
2010 0.105 0.405
2010 0.105 0.455
2010 0.155 0.005
2010 0.155 0.055
2010 0.155 0.105
2010 0.155 0.155
2010 0.155 0.205
2010 0.155 0.255
2010 0.155 0.305
2010 0.155 0.355
2010 0.155 0.405
2010 0.155 0.455
2010 0.205 0.005
2010 0.205 0.055
2010 0.205 0.105
2010 0.205 0.155
2010 0.205 0.205
2010 0.205 0.255
2010 0.205 0.305
2010 0.205 0.355
2010 0.205 0.405
2010 0.205 0.455
2010 0.255 0.005
2010 0.255 0.055
2010 0.255 0.105
2010 0.255 0.155
2010 0.255 0.205
2010 0.255 0.255
2010 0.255 0.305
2010 0.255 0.355
2010 0.255 0.405
2010 0.255 0.455
2010 0.305 0.005
2010 0.305 0.055
2010 0.305 0.105
2010 0.305 0.155
2010 0.305 0.205
2010 0.305 0.255
2010 0.305 0.305
2010 0.305 0.355
2010 0.305 0.405
2010 0.305 0.455
2010 0.355 0.005
2010 0.355 0.055
2010 0.355 0.105
2010 0.355 0.155
2010 0.355 0.205
2010 0.355 0.255
2010 0.355 0.305
2010 0.355 0.355
2010 0.355 0.405
2010 0.355 0.455
2010 0.405 0.005
2010 0.405 0.055
2010 0.405 0.105
2010 0.405 0.155
2010 0.405 0.205
2010 0.405 0.255
2010 0.405 0.305
2010 0.405 0.355
2010 0.405 0.405
2010 0.405 0.455
2010 0.455 0.005
2010 0.455 0.055
2010 0.455 0.105
2010 0.455 0.155
2010 0.455 0.205
2010 0.455 0.255
2010 0.455 0.305
2010 0.455 0.355
2010 0.455 0.405
2010 0.455 0.455
3010 0.005 0.005
3010 0.005 0.055
3010 0.005 0.105
3010 0.005 0.155
3010 0.005 0.205
3010 0.005 0.255
3010 0.005 0.305
3010 0.005 0.355
3010 0.005 0.405
3010 0.005 0.455
3010 0.055 0.005
3010 0.055 0.055
3010 0.055 0.105
3010 0.055 0.155
3010 0.055 0.205
3010 0.055 0.255
3010 0.055 0.305
3010 0.055 0.355
3010 0.055 0.405
3010 0.055 0.455
3010 0.105 0.005
3010 0.105 0.055
3010 0.105 0.105
3010 0.105 0.155
3010 0.105 0.205
3010 0.105 0.255
3010 0.105 0.305
3010 0.105 0.355
3010 0.105 0.405
3010 0.105 0.455
3010 0.155 0.005
3010 0.155 0.055
3010 0.155 0.105
3010 0.155 0.155
3010 0.155 0.205
3010 0.155 0.255
3010 0.155 0.305
3010 0.155 0.355
3010 0.155 0.405
3010 0.155 0.455
3010 0.205 0.005
3010 0.205 0.055
3010 0.205 0.105
3010 0.205 0.155
3010 0.205 0.205
3010 0.205 0.255
3010 0.205 0.305
3010 0.205 0.355
3010 0.205 0.405
3010 0.205 0.455
3010 0.255 0.005
3010 0.255 0.055
3010 0.255 0.105
3010 0.255 0.155
3010 0.255 0.205
3010 0.255 0.255
3010 0.255 0.305
3010 0.255 0.355
3010 0.255 0.405
3010 0.255 0.455
3010 0.305 0.005
3010 0.305 0.055
3010 0.305 0.105
3010 0.305 0.155
3010 0.305 0.205
3010 0.305 0.255
3010 0.305 0.305
3010 0.305 0.355
3010 0.305 0.405
3010 0.305 0.455
3010 0.355 0.005
3010 0.355 0.055
3010 0.355 0.105
3010 0.355 0.155
3010 0.355 0.205
3010 0.355 0.255
3010 0.355 0.305
3010 0.355 0.355
3010 0.355 0.405
3010 0.355 0.455
3010 0.405 0.005
3010 0.405 0.055
3010 0.405 0.105
3010 0.405 0.155
3010 0.405 0.205
3010 0.405 0.255
3010 0.405 0.305
3010 0.405 0.355
3010 0.405 0.405
3010 0.405 0.455
3010 0.455 0.005
3010 0.455 0.055
3010 0.455 0.105
3010 0.455 0.155
3010 0.455 0.205
3010 0.455 0.255
3010 0.455 0.305
3010 0.455 0.355
3010 0.455 0.405
3010 0.455 0.455
4010 0.005 0.005
4010 0.005 0.055
4010 0.005 0.105
4010 0.005 0.155
4010 0.005 0.205
4010 0.005 0.255
4010 0.005 0.305
4010 0.005 0.355
4010 0.005 0.405
4010 0.005 0.455
4010 0.055 0.005
4010 0.055 0.055
4010 0.055 0.105
4010 0.055 0.155
4010 0.055 0.205
4010 0.055 0.255
4010 0.055 0.305
4010 0.055 0.355
4010 0.055 0.405
4010 0.055 0.455
4010 0.105 0.005
4010 0.105 0.055
4010 0.105 0.105
4010 0.105 0.155
4010 0.105 0.205
4010 0.105 0.255
4010 0.105 0.305
4010 0.105 0.355
4010 0.105 0.405
4010 0.105 0.455
4010 0.155 0.005
4010 0.155 0.055
4010 0.155 0.105
4010 0.155 0.155
4010 0.155 0.205
4010 0.155 0.255
4010 0.155 0.305
4010 0.155 0.355
4010 0.155 0.405
4010 0.155 0.455
4010 0.205 0.005
4010 0.205 0.055
4010 0.205 0.105
4010 0.205 0.155
4010 0.205 0.205
4010 0.205 0.255
4010 0.205 0.305
4010 0.205 0.355
4010 0.205 0.405
4010 0.205 0.455
4010 0.255 0.005
4010 0.255 0.055
4010 0.255 0.105
4010 0.255 0.155
4010 0.255 0.205
4010 0.255 0.255
4010 0.255 0.305
4010 0.255 0.355
4010 0.255 0.405
4010 0.255 0.455
4010 0.305 0.005
4010 0.305 0.055
4010 0.305 0.105
4010 0.305 0.155
4010 0.305 0.205
4010 0.305 0.255
4010 0.305 0.305
4010 0.305 0.355
4010 0.305 0.405
4010 0.305 0.455
4010 0.355 0.005
4010 0.355 0.055
4010 0.355 0.105
4010 0.355 0.155
4010 0.355 0.205
4010 0.355 0.255
